rho,v0,seed,N,L,status,final_step,n_samples,mean_A,mean_K,mean_B,mean_f_giant,mean_n_clusters,mean_mean_size,mean_mean_rg,mean_mean_anisotropy,mean_mean_lifetime,mean_mean_com_speed
0.3,0.1,16,180,24.49489742783178,chaos,8000,80,0.09259920634920633,0.060862285616115466,0.3738492063492063,0.05854166666666667,116.4,1.5597944509604083,0.322096340411429,0.5003241862188179,91.40041456706751,0.08840388169554785
0.3,0.1,17,180,24.49489742783178,chaos,8000,80,0.09400793650793648,0.06247447640480015,0.36874999999999997,0.05576388888888889,113.2375,1.6020998326382547,0.3161945758803302,0.5436691366608744,80.94548687698371,0.08906169586883661
0.3,0.1,18,180,24.49489742783178,chaos,8000,80,0.10238095238095238,0.06364482804958371,0.39210317460317456,0.05305555555555556,107.65,1.687783395585899,0.32402662668518617,0.601338482621707,81.430421745506,0.09901581714955857
0.3,0.2,0,180,24.49489742783178,died,8000,79,0.06260799678521195,0.045769433480794666,0.25242113723126375,0.046483825597749634,115.81012658227849,1.5624370491348165,0.32087141543732633,0.39870817074263876,100.2855249858652,0.06488850792075387
0.3,0.1,19,180,24.49489742783178,chaos,8000,80,0.13740079365079363,0.0889552755054551,0.5344246031746029,0.05951388888888889,115.875,1.56915677179735,0.3274883152052991,0.6380893019183516,55.60618255199995,0.12255459655682824
0.3,0.2,1,180,24.49489742783178,chaos,8000,80,0.13738095238095235,0.09205495488120748,0.5395833333333332,0.05930555555555554,116.975,1.5489678877113555,0.32320422152362677,0.6677326290624326,50.52300273893364,0.1300393519284453
0.3,0.2,2,180,24.49489742783178,chaos,8000,80,0.1361111111111111,0.08436566621412385,0.5275198412698412,0.06375,117.225,1.5585595272324646,0.3406457202792059,0.5644823071410755,61.349644460109275,0.11379775641858395
0.3,0.2,3,180,24.49489742783178,chaos,8000,80,0.13259920634920636,0.08233518493937676,0.5029563492063491,0.06277777777777778,121.2625,1.5030852360502043,0.32634984202385436,0.5931489263564089,52.19193185915435,0.11729918259099792
0.3,0.2,4,180,24.49489742783178,chaos,8000,80,0.157281746031746,0.10094918129440758,0.6136904761904761,0.06666666666666667,114.7375,1.5880771993259586,0.33477137177164085,0.6151366934815534,53.32139191819149,0.12537052986573136
0.3,0.2,5,180,24.49489742783178,chaos,8000,80,0.14388888888888887,0.08826655969166651,0.5411309523809523,0.06472222222222221,114.75,1.5906316053707978,0.3256101474821621,0.6385671347297259,52.48602943643259,0.11594260305130936
0.3,0.2,7,180,24.49489742783178,chaos,8000,80,0.08291666666666665,0.05587556403990692,0.33446428571428566,0.05631944444444444,116.075,1.566591056519891,0.3290893014437889,0.567117485018076,82.60365414635224,0.08972595919770268
0.3,0.2,8,180,24.49489742783178,chaos,8000,80,0.12337301587301583,0.07637362755722492,0.4723809523809523,0.057499999999999996,111.1125,1.6340279394845034,0.32041570645373574,0.5760448264897852,65.85879259056443,0.10969368130553243
0.3,0.2,6,180,24.49489742783178,chaos,8000,80,0.11091269841269838,0.07351742169995432,0.4346031746031745,0.057222222222222216,109.1,1.6639946277765894,0.31776244894653927,0.6396402663300349,63.52181020601965,0.10899536958884178
0.3,0.2,9,180,24.49489742783178,chaos,8000,80,0.11543650793650792,0.07586695395314454,0.45339285714285704,0.061805555555555544,116.075,1.5636038737656335,0.3249922308907341,0.5807317823126313,71.05113862200477,0.10068097453975478
0.3,0.2,10,180,24.49489742783178,chaos,8000,80,0.09646825396825395,0.06644204788677924,0.37676587301587294,0.054027777777777786,114.9125,1.5761022084445595,0.3214749639429447,0.5578096625957165,78.60376350513786,0.09365490077220329
0.3,0.2,12,180,24.49489742783178,chaos,8000,80,0.15255952380952378,0.09582629818903958,0.5906150793650793,0.06444444444444444,109.25,1.6615778812181863,0.3235390762600557,0.6781866074779238,47.79842866374342,0.13032556892567443
0.3,0.2,11,180,24.49489742783178,chaos,8000,80,0.11720238095238093,0.07781161041226148,0.47398809523809515,0.05972222222222221,116.625,1.5607549861374688,0.3349398045851578,0.559335134137874,59.510082772306376,0.11050373030360987
0.3,0.2,13,180,24.49489742783178,chaos,8000,80,0.14999999999999997,0.09259513898808736,0.5659722222222221,0.060416666666666674,113.85,1.5981676740268387,0.3244119924097475,0.6850530489791448,44.66202124797127,0.13180798179520975
0.3,0.2,15,180,24.49489742783178,chaos,8000,80,0.10857142857142857,0.06692197694342773,0.4187896825396825,0.05423611111111111,107.1625,1.6951311985914963,0.31251348087630537,0.6406109777167934,77.20090595903393,0.09104972560767578
0.3,0.2,14,180,24.49489742783178,chaos,8000,80,0.1316071428571428,0.0883418321114279,0.5127380952380951,0.05944444444444445,115.925,1.56500948402357,0.3296138001018848,0.6555506610870918,43.06146979126477,0.13018846115081106
0.3,0.2,17,180,24.49489742783178,chaos,8000,80,0.09309523809523808,0.06370185788958292,0.3614087301587301,0.050416666666666665,106.5,1.7030062574706186,0.322725645274837,0.6295823224530859,73.30687045637626,0.0920596514700642
0.3,0.2,16,180,24.49489742783178,chaos,8000,80,0.07561507936507936,0.050644278089402216,0.28964285714285704,0.05465277777777777,111.1625,1.634195992177427,0.32810762151199074,0.4542646820565565,89.44738386488208,0.07676444467686991
0.3,0.2,19,180,24.49489742783178,chaos,8000,80,0.12817460317460316,0.07893854658059066,0.49781746031746027,0.061388888888888896,114.425,1.5836698073297835,0.3265153283993147,0.6249269102088431,68.84697881644863,0.11064730327847942
0.3,0.4,0,180,24.49489742783178,chaos,8000,80,0.13089285714285712,0.08403712878047127,0.5100198412698412,0.06180555555555556,114.2375,1.5930942779589965,0.3281938932634765,0.5772210804144293,62.406581080247676,0.11228130519497452
0.3,0.2,18,180,24.49489742783178,chaos,8000,80,0.1271031746031746,0.08157989817101649,0.4892658730158729,0.06104166666666666,117.1375,1.5574451532937652,0.3268845121263515,0.5809615369347783,61.21068368302467,0.11665568439836926
0.3,0.4,1,180,24.49489742783178,chaos,8000,80,0.08773809523809521,0.05718732147754774,0.3426984126984126,0.05166666666666666,115.175,1.5789943367875299,0.3279200902512146,0.544047947369774,83.96930620427722,0.08229398505713466
0.3,0.4,2,180,24.49489742783178,chaos,8000,80,0.15458333333333335,0.10163972415567761,0.6001785714285713,0.06354166666666668,113.7125,1.593483116230176,0.3254585561269695,0.6577746393686275,52.36131081319032,0.12724045688508714
0.3,0.4,3,180,24.49489742783178,chaos,8000,80,0.10331349206349205,0.06901423062564979,0.4136111111111111,0.06715277777777777,111.8875,1.6229352085845836,0.32360304713146204,0.6078449371775658,67.66343199020037,0.10895571043957819
0.3,0.4,6,180,24.49489742783178,chaos,8000,80,0.09126984126984125,0.06167141677318986,0.3644444444444444,0.05111111111111111,113.425,1.6049312358493002,0.32097768730423726,0.610059021701626,79.75518292905099,0.0939058500352928
0.3,0.4,4,180,24.49489742783178,chaos,8000,80,0.08904761904761901,0.056788462573654205,0.3456150793650793,0.0523611111111111,110.9125,1.6346039255474174,0.31805902885820475,0.6134823294512282,85.79490202740833,0.08576259944495604
0.3,0.4,5,180,24.49489742783178,chaos,8000,80,0.15789682539682537,0.10291299011333552,0.5941666666666665,0.06333333333333332,114.45,1.5948689723773808,0.3316318886011499,0.6446781283218153,42.32792590822526,0.13443851445594573
0.3,0.4,8,180,24.49489742783178,chaos,8000,80,0.12444444444444443,0.08244058929968892,0.49124999999999996,0.05756944444444444,117.8,1.5523606422326268,0.32626005846475453,0.5803837558084324,56.17895939471778,0.11676357904693432
0.3,0.4,7,180,24.49489742783178,chaos,8000,80,0.08045634920634918,0.04869377421559219,0.30085317460317457,0.05486111111111112,117.225,1.5437284509470282,0.32986502547811936,0.4630858206634773,98.01545399326568,0.07644148791491781
0.3,0.4,9,180,24.49489742783178,chaos,8000,80,0.10746031746031744,0.07000895613433619,0.41666666666666663,0.05340277777777778,111.1,1.636467844798601,0.3199801070329302,0.6048832930831424,74.6926912016921,0.10302118835097955
0.3,0.4,10,180,24.49489742783178,chaos,8000,80,0.14541666666666664,0.09723787958109077,0.5668650793650792,0.061111111111111116,113.45,1.6144839677787477,0.3282226013838369,0.6533258296315231,58.483201517579005,0.12485994100383122
0.3,0.4,11,180,24.49489742783178,chaos,8000,80,0.12948412698412698,0.07969313699355944,0.48706349206349203,0.06187499999999999,115.6,1.5735170966576724,0.32502202485685566,0.6431753319057233,60.6933283614688,0.11666263975260652
0.3,0.4,12,180,24.49489742783178,chaos,8000,80,0.0901190476190476,0.0607173249344521,0.35934523809523805,0.05659722222222222,116.7375,1.551351127812017,0.3235678715512661,0.47191612905552366,81.09843511091579,0.0899728697106172
0.3,0.4,13,180,24.49489742783178,chaos,8000,80,0.10783730158730157,0.07310931853234466,0.43676587301587294,0.06270833333333334,113.65,1.6062424850514982,0.33004345530819784,0.5390127819831111,80.52666600118395,0.09936881050098967
0.3,0.4,14,180,24.49489742783178,chaos,8000,80,0.1102579365079365,0.07020066930370342,0.4167658730158729,0.06222222222222222,113.05,1.6068756125796848,0.32108677868492863,0.5503532864717731,76.41333068667126,0.10420326471675845
0.3,0.4,17,180,24.49489742783178,chaos,8000,80,0.12089285714285711,0.08063132192618686,0.4742857142857142,0.05937499999999999,114.4375,1.5920377797791074,0.32878658320547843,0.574724440334475,62.075547943487855,0.10260909988359232
0.3,0.4,15,180,24.49489742783178,chaos,8000,80,0.14686507936507934,0.09145271078320395,0.5520238095238095,0.06159722222222223,116.3625,1.560158976808977,0.3316199705135177,0.6154895215773193,53.05541089698293,0.12906437622517702
0.3,0.4,16,180,24.49489742783178,chaos,8000,80,0.08950396825396822,0.06027046001870786,0.35978174603174595,0.05381944444444444,109.7125,1.6572644101392602,0.32534572663810574,0.5133648477813184,91.6947101203597,0.08580748730300897
0.3,0.4,18,180,24.49489742783178,chaos,8000,80,0.14716269841269838,0.09309636140401298,0.5656150793650794,0.05965277777777778,110.4125,1.644715254876088,0.3280223913988477,0.6339424360190467,55.80556457672465,0.12038110035621756
0.3,0.4,19,180,24.49489742783178,chaos,8000,80,0.1075595238095238,0.06827549408820292,0.40960317460317447,0.05743055555555556,113.5,1.599850050753125,0.3231241622004375,0.5397540317450561,73.4851310873589,0.10041630145890204
0.3,0.8,0,180,24.49489742783178,chaos,8000,80,0.1275595238095238,0.08293465614240325,0.4841666666666665,0.059444444444444446,109.6125,1.6544925349959172,0.3222007456438118,0.6526406829279606,63.03367079780689,0.11104736952027042
0.3,0.8,3,180,24.49489742783178,chaos,8000,80,0.08765873015873013,0.06125196836990634,0.3445833333333333,0.050208333333333334,111.15,1.6261674478666852,0.3173992113449213,0.5366945773193776,76.76566987221534,0.08650391235966064
0.3,0.8,1,180,24.49489742783178,chaos,8000,80,0.12408730158730157,0.07896692096954142,0.4748214285714285,0.057291666666666664,119.075,1.5268348992171323,0.3251918901940998,0.6112719765802185,56.78431601268968,0.11511116449866657
0.3,0.8,4,180,24.49489742783178,chaos,8000,80,0.10787698412698413,0.07013860681123855,0.4011507936507936,0.0523611111111111,106.0125,1.7078140087738447,0.3300945294861048,0.6580596491411193,72.5133416898631,0.09690118567215608
0.3,0.8,2,180,24.49489742783178,chaos,8000,80,0.12384920634920633,0.07917022037985366,0.4680158730158729,0.06069444444444444,116.9,1.5557112207929862,0.3326854600494895,0.5848938281616217,59.082442631445744,0.11649980848357969
0.3,0.8,5,180,24.49489742783178,chaos,8000,80,0.12392857142857139,0.08029762621670196,0.49442460317460313,0.06375,120.6875,1.5144399098182357,0.32596470647109843,0.5334181835823405,69.76147329746613,0.10765713020306378
0.3,0.8,7,180,24.49489742783178,chaos,8000,80,0.10595238095238094,0.0727564235722292,0.4049603174603174,0.05465277777777777,116.3125,1.5663336185243308,0.3207061196680252,0.5485107503649704,67.95543752456197,0.10198457676241213
0.3,0.8,6,180,24.49489742783178,chaos,8000,80,0.11823412698412697,0.0779315857647868,0.45503968253968247,0.058125,114.1,1.5941680643107417,0.3306774752588605,0.601544989271618,53.86404965999386,0.11050948477517912
0.3,0.8,8,180,24.49489742783178,chaos,8000,80,0.1130753968253968,0.07402514623970932,0.4367658730158729,0.056666666666666664,117.975,1.5465264677578776,0.32839461271467696,0.5411059378021005,73.36305447144905,0.10103298046020885
0.3,0.8,9,180,24.49489742783178,chaos,8000,80,0.09601190476190476,0.06574352293999079,0.39265873015873015,0.059999999999999984,110.6875,1.6422924827686054,0.33013575873782947,0.597736045338391,73.13739290702958,0.09787370256893124
0.3,0.8,10,180,24.49489742783178,chaos,8000,80,0.10031746031746029,0.0695882592676996,0.397876984126984,0.058680555555555555,116.0375,1.5690608229098637,0.3264482715142324,0.6304681561504716,72.76820248219965,0.10416457774242112
0.3,0.8,11,180,24.49489742783178,chaos,8000,80,0.12472222222222222,0.08040607987675194,0.47178571428571425,0.05604166666666667,115.85,1.5713517219398967,0.321931449873663,0.6289210993874894,55.56369403164729,0.11632333074436238
0.3,0.8,14,180,24.49489742783178,chaos,8000,80,0.138531746031746,0.08934114520188971,0.5385515873015873,0.06291666666666666,113.9,1.5943444509939886,0.32695575054111325,0.5758604635447714,64.17891777880477,0.12176348345356303
0.3,0.8,12,180,24.49489742783178,chaos,8000,80,0.10930555555555554,0.0706018356872754,0.4065277777777777,0.052013888888888894,113.025,1.605901388229985,0.3262440037509558,0.5725514549557893,68.50726147493867,0.10773698206090572
0.3,0.8,13,180,24.49489742783178,chaos,8000,80,0.13628968253968252,0.08883508839824009,0.5130357142857143,0.06305555555555556,117.925,1.548015007540539,0.32465720952441435,0.5832723963866356,56.37328831945554,0.12326409991813214
0.3,0.8,15,180,24.49489742783178,chaos,8000,80,0.14039682539682538,0.08967137314713787,0.531765873015873,0.05951388888888889,117.3625,1.5533964577269905,0.32185003576163923,0.6325119968576038,45.84380616233244,0.12308008586925352
0.3,0.8,16,180,24.49489742783178,chaos,8000,80,0.09990079365079363,0.06392330941675668,0.3791468253968253,0.05249999999999999,112.9375,1.6105412625245408,0.3311969111712417,0.5245219255506738,74.90846288323857,0.09564343498403119
0.3,0.8,17,180,24.49489742783178,chaos,8000,80,0.13309523809523807,0.08773485395863663,0.5166071428571428,0.06048611111111111,110.35,1.6518639858956754,0.3268603166430837,0.6691313977515291,63.96885049483186,0.12215621927906377
0.3,1.2,0,180,24.49489742783178,chaos,8000,80,0.08509920634920634,0.0561365477899336,0.326547619047619,0.05263888888888888,117.2,1.5466422890619338,0.32130198620314204,0.450646001034812,97.69559012645944,0.07836547606876756
0.3,0.8,18,180,24.49489742783178,chaos,8000,80,0.12194444444444444,0.08059792690363024,0.46454365079365073,0.058333333333333334,118.175,1.5417548582125644,0.3279312401822783,0.5846173812208614,57.77733867535064,0.10972523149772513
0.3,0.8,19,180,24.49489742783178,chaos,8000,80,0.1197222222222222,0.07759444703382332,0.4579761904761904,0.06673611111111111,111.8,1.6213217079136277,0.322068723880529,0.6132123058864428,69.21116971403698,0.11058224480191134
0.3,1.2,2,180,24.49489742783178,died,8000,79,0.07191078963230861,0.047581209604476836,0.27118746232670277,0.046483825597749634,115.26582278481013,1.574699346278944,0.3307761687467714,0.48271922794673816,90.81748762336021,0.07272541482919156
0.3,1.2,3,180,24.49489742783178,chaos,8000,80,0.12396825396825395,0.08361559531473431,0.47007936507936493,0.05555555555555556,115.8875,1.5737987709748995,0.3223544715682441,0.6120645388843077,60.54558508077323,0.11787307923126229
0.3,1.2,1,180,24.49489742783178,chaos,8000,80,0.13626984126984124,0.09156686854146474,0.528452380952381,0.058125,113.2125,1.6078664177677378,0.32408088850341416,0.6490617939035198,53.5432176906359,0.1254871055647119
0.3,1.2,4,180,24.49489742783178,chaos,8000,80,0.15456349206349201,0.09788258461221906,0.5905158730158728,0.06277777777777778,116.675,1.5693583974729726,0.3322570451923174,0.6054031200750332,57.68830853817112,0.12252849902312271
0.3,1.2,5,180,24.49489742783178,chaos,8000,80,0.13517857142857143,0.08849778016591894,0.5021031746031744,0.06027777777777776,114.775,1.5840026715114117,0.3240034030120643,0.5966896710004008,63.14659920494491,0.1172399463415043
0.3,1.2,6,180,24.49489742783178,chaos,8000,80,0.14113095238095236,0.0892501264326076,0.5178571428571427,0.05708333333333333,113.55,1.6016908193133197,0.3226374854753768,0.5993142888016978,59.00747565405236,0.12296260068635315
0.3,1.2,7,180,24.49489742783178,chaos,8000,80,0.1421031746031746,0.09248832653829855,0.5469444444444443,0.06298611111111112,113.25,1.6009871309901378,0.32694306851935606,0.6351453134142422,60.970514319165986,0.12313088130888472
0.3,1.2,8,180,24.49489742783178,chaos,8000,80,0.12664682539682537,0.08603104452076774,0.48583333333333323,0.05881944444444444,113.9625,1.596493536186556,0.3173319447525029,0.6493806164851033,54.179138332615274,0.12170147703476301
0.3,1.2,10,180,24.49489742783178,chaos,8000,80,0.10178571428571428,0.0699147891888847,0.40045634920634915,0.05798611111111111,107.4625,1.6893668721314181,0.32523675994121337,0.5841916558002437,72.15038622129072,0.09147698775887254
0.3,1.2,9,180,24.49489742783178,chaos,8000,80,0.08986111111111109,0.06310322069954115,0.34706349206349196,0.05513888888888889,117.3125,1.5478801547316354,0.3363348640706513,0.5591244942023652,87.22898667101963,0.08533183172568085
0.3,1.2,11,180,24.49489742783178,chaos,8000,80,0.14134920634920634,0.0918939247054571,0.5548809523809524,0.06354166666666666,113.7875,1.6011414340760877,0.32696956492251983,0.6416028572237832,54.226017664893355,0.1186848414804881
0.3,1.2,12,180,24.49489742783178,chaos,8000,80,0.13869047619047617,0.09174448798811512,0.5477182539682539,0.06520833333333334,116.3625,1.5607491946966285,0.3290781321072207,0.6372686170967782,53.45178807854741,0.12005131678737549
0.3,1.2,13,180,24.49489742783178,chaos,8000,80,0.12567460317460316,0.08225165400292533,0.47704365079365074,0.056180555555555546,117.775,1.547045445703911,0.3300385256762154,0.6269347056300143,56.863069767497315,0.12258176776573011
0.3,1.2,14,180,24.49489742783178,chaos,8000,80,0.1407738095238095,0.09436339130790208,0.5461507936507936,0.06187499999999999,116.375,1.562691929425533,0.32878068223205853,0.6204054628340332,54.1897721699597,0.1263778505113788
0.3,1.2,15,180,24.49489742783178,chaos,8000,80,0.15902777777777777,0.10312403928285352,0.5871230158730157,0.06326388888888887,116.125,1.5622757264527778,0.3220293486128888,0.7051590284314655,51.89303897509544,0.13480292639437325
0.3,1.2,17,180,24.49489742783178,chaos,8000,80,0.14888888888888885,0.09548079992564398,0.5654563492063491,0.05902777777777777,115.225,1.5888039997162922,0.32723007445513363,0.6746165920252868,37.49531913279875,0.13542217532379652
0.3,1.2,16,180,24.49489742783178,chaos,8000,80,0.1328373015873016,0.08907928604881674,0.5257936507936506,0.059375,114.825,1.5838633339802612,0.3312161923428681,0.6273017363492314,58.06604906964994,0.12262319552005704
0.3,1.2,18,180,24.49489742783178,chaos,8000,80,0.11557539682539682,0.07797491939340165,0.42976190476190473,0.05625,109.3375,1.6662063689114295,0.32247679610760727,0.6057641378227405,70.64676768962288,0.10570865269572025
0.4,0.01,0,180,21.213203435596427,chaos,8000,80,0.2880753968253968,0.17034365831917167,1.1135714285714284,0.08027777777777777,98.525,1.8413531333085813,0.34462687500652545,0.7274132268245704,27.15544301959511,0.17336410106629122
0.3,1.2,19,180,24.49489742783178,chaos,8000,80,0.10156746031746029,0.0686087843190528,0.3810515873015872,0.05368055555555555,116.5875,1.5627207893286452,0.3207685032945803,0.5639523333210386,65.87577207673834,0.098332253356796
0.4,0.01,1,180,21.213203435596427,chaos,8000,80,0.3075595238095238,0.1851038254462602,1.1749603174603171,0.08180555555555555,99.2875,1.8282619250834067,0.3370802744460335,0.7438767015198648,18.698355803455996,0.18307394149122022
0.4,0.01,2,180,21.213203435596427,chaos,8000,80,0.30799603174603163,0.19179319507692302,1.2130555555555553,0.09055555555555556,99.225,1.82710334288234,0.35046114164753595,0.7437769670792163,22.36713264197253,0.17502490953687935
0.4,0.01,4,180,21.213203435596427,chaos,8000,80,0.2541865079365079,0.15997647502165419,1.0302579365079363,0.08236111111111111,100.65,1.8031774033348078,0.34378472759747414,0.6902962589520371,28.431689347951295,0.15011664836247496
0.4,0.01,3,180,21.213203435596427,chaos,8000,80,0.3088492063492063,0.1821674416264351,1.1519642857142856,0.07805555555555554,96.5,1.8827943741330961,0.3465086443702886,0.7449594726744668,20.823930427722324,0.1783918930676926
0.4,0.01,5,180,21.213203435596427,chaos,8000,80,0.2869246031746031,0.17573760986076117,1.1446230158730155,0.08743055555555554,101.2625,1.7918899533861654,0.3490992866407551,0.7142258639234005,25.405801776301537,0.165932034495836
0.4,0.01,7,180,21.213203435596427,chaos,8000,80,0.3036507936507936,0.18481732110359841,1.2078968253968252,0.08895833333333333,99.775,1.8203951108076186,0.34236835458800763,0.7219487162487429,28.877936080780966,0.1726403551521868
0.4,0.01,6,180,21.213203435596427,chaos,8000,80,0.2963888888888888,0.17612372672268148,1.1267460317460316,0.08444444444444445,100.3125,1.8029918326817793,0.3432789459052238,0.7203208079951418,23.79142961734179,0.16712303744414267
0.4,0.01,9,180,21.213203435596427,chaos,8000,80,0.2823214285714285,0.17122883996839305,1.0903571428571426,0.08013888888888888,102.975,1.7675147897655097,0.3469252706126499,0.733974107301681,24.41198642926768,0.17228088738355635
0.4,0.01,8,180,21.213203435596427,chaos,8000,80,0.2920039682539682,0.17819804088612184,1.1235119047619047,0.0820138888888889,100.85,1.7978345295004832,0.3393604433059898,0.7295034645096055,27.114698780970762,0.1808426142817266
0.4,0.01,10,180,21.213203435596427,chaos,8000,80,0.3081547619047619,0.18953898773425523,1.190515873015873,0.08520833333333333,98.2625,1.8455507454085989,0.35084902270444884,0.7230737603301007,26.82582611768951,0.16777765586061438
0.4,0.01,11,180,21.213203435596427,chaos,8000,80,0.2948015873015873,0.1778835823942126,1.1428373015873015,0.0817361111111111,101.0625,1.7986156664675945,0.35149342713162135,0.7177356665236386,20.475848994180545,0.1711187182327973
0.4,0.01,12,180,21.213203435596427,chaos,8000,80,0.314563492063492,0.18960400601342364,1.198115079365079,0.08298611111111112,96.0375,1.8882926274530138,0.35081713240738505,0.7216258198289616,26.02294145120976,0.17276092163433227
0.4,0.01,13,180,21.213203435596427,chaos,8000,80,0.29894841269841266,0.17347722677859512,1.1585714285714281,0.08388888888888887,99.9125,1.8104174619749263,0.35608215502226004,0.7072922262709129,21.820778167734808,0.1751688971758187
0.4,0.01,14,180,21.213203435596427,chaos,8000,80,0.2986706349206349,0.1795749090493747,1.1718253968253967,0.08888888888888888,99.9125,1.8132552378600735,0.3482123165502286,0.7320730892328604,26.472871407219724,0.17551635461242637
0.4,0.01,16,180,21.213203435596427,chaos,8000,80,0.2998412698412698,0.17353944157670873,1.1367658730158727,0.08076388888888889,99.9625,1.8124418151881643,0.3461247269047541,0.7308822772444437,22.273615280306046,0.17584472192159675
0.4,0.01,15,180,21.213203435596427,chaos,8000,80,0.3180555555555555,0.17918983736605795,1.2289682539682538,0.08597222222222223,101.05,1.7934116311047767,0.35068897930033716,0.7290861669373675,23.06024995577735,0.1635590872661529
0.4,0.01,18,180,21.213203435596427,chaos,8000,80,0.290297619047619,0.1762688448654201,1.104940476190476,0.07756944444444444,99.6875,1.8206660149230955,0.34547508068612254,0.7412695846882936,21.095289736851434,0.17390473196526762
0.4,0.01,17,180,21.213203435596427,chaos,8000,80,0.2784722222222221,0.1693162572339865,1.0936507936507933,0.08513888888888889,101.35,1.7867224717275,0.34486924852610323,0.7112401620905583,28.827464664252766,0.16476421390280827
0.4,0.01,19,180,21.213203435596427,chaos,8000,80,0.31234126984126975,0.18651703957291807,1.1943055555555553,0.08208333333333333,99.1,1.8249438532524422,0.3463296580379757,0.739079116216559,22.40643051632197,0.18069679784736487
0.4,0.05,2,180,21.213203435596427,chaos,8000,80,0.29313492063492064,0.1814284975194164,1.1477182539682538,0.08270833333333331,98.975,1.8312970442675716,0.35035504276713425,0.7301826505053477,25.374013252296134,0.16984179774335953
0.4,0.05,1,180,21.213203435596427,chaos,8000,80,0.32253968253968246,0.19439467290734583,1.2282142857142855,0.09013888888888888,101.125,1.7990484788937515,0.35198436017758594,0.7281255491590668,21.11538153096676,0.17826256999357398
0.4,0.05,0,180,21.213203435596427,chaos,8000,80,0.3035119047619047,0.18052091790766225,1.1441865079365077,0.08222222222222222,97.9125,1.8535466556272489,0.34842956369185973,0.7288705547618374,25.045767186306215,0.1638862143883419
0.4,0.05,3,180,21.213203435596427,chaos,8000,80,0.31269841269841264,0.191734118017367,1.2078174603174603,0.08861111111111111,100.6,1.8033957914009355,0.3505419934616459,0.7125156037355318,23.48317624492829,0.1708976596181111
0.4,0.05,4,180,21.213203435596427,chaos,8000,80,0.2951984126984127,0.17500195049011652,1.1464682539682536,0.08305555555555555,100.6625,1.802682047725964,0.3467925943063682,0.7230088920896286,21.11694585820343,0.1763892765912567
0.4,0.05,5,180,21.213203435596427,chaos,8000,80,0.29795634920634917,0.18531029340660984,1.1642261904761901,0.07874999999999999,97.425,1.8692580563394325,0.34217647107698484,0.7475776993420246,18.259773324963646,0.18209539783806244
0.4,0.05,6,180,21.213203435596427,chaos,8000,80,0.31650793650793646,0.1844003653304626,1.1989880952380951,0.08520833333333333,97.6625,1.8566048877941834,0.3542121286214833,0.7379675619706769,23.262171461982824,0.1723217207314372
0.4,0.05,7,180,21.213203435596427,chaos,8000,80,0.2848015873015872,0.17321941979802008,1.1066071428571427,0.08493055555555555,103.1875,1.7625625603959878,0.34977995190478794,0.718892097099907,23.043031255987962,0.16299186109400693
0.4,0.05,8,180,21.213203435596427,chaos,8000,80,0.3102182539682539,0.1842936609687553,1.1935912698412694,0.08868055555555555,101.2125,1.792689417406575,0.34693056273948886,0.7326963100332081,24.084433887047616,0.1672119802885022
0.4,0.05,9,180,21.213203435596427,chaos,8000,80,0.292797619047619,0.1802774822895273,1.1458730158730157,0.08923611111111111,99.975,1.815628493372616,0.34211372126059475,0.6927828324848562,29.457366165071015,0.1672862805747596
0.4,0.05,10,180,21.213203435596427,chaos,8000,80,0.3137301587301587,0.18626776700614203,1.221488095238095,0.09131944444444444,101.4875,1.786836829037103,0.3427105796081685,0.7333603547218248,22.690914235484243,0.17706604485473906
0.4,0.05,11,180,21.213203435596427,chaos,8000,80,0.3018849206349206,0.18063788804081043,1.1546230158730157,0.08062499999999999,96.35,1.885341645692971,0.3412433050607512,0.7371708729724181,22.92736121107628,0.1706180091196911
0.4,0.05,13,180,21.213203435596427,chaos,8000,80,0.29533730158730154,0.1781962101325027,1.1388690476190473,0.08374999999999999,100.175,1.8160497272932168,0.349220733808205,0.7376457413386219,20.87927167561552,0.16925400326571757
0.4,0.05,12,180,21.213203435596427,chaos,8000,80,0.3116468253968253,0.18666296495832543,1.1896230158730157,0.08298611111111111,97.7625,1.8580037159192642,0.3432428887277018,0.7301553942248249,23.62184550094971,0.17478019130502473
0.4,0.05,15,180,21.213203435596427,chaos,8000,80,0.29980158730158724,0.17517862077432395,1.1533928571428569,0.08798611111111111,100.525,1.803006455589307,0.34910877942676577,0.7235929382546814,26.455647508931143,0.16790306347837208
0.4,0.05,14,180,21.213203435596427,chaos,8000,80,0.3085714285714285,0.1896089005226184,1.1692261904761903,0.08604166666666666,99.7125,1.8237392575961693,0.3430997012139043,0.7514451162773704,22.695333568195522,0.19061352358593936
0.4,0.05,16,180,21.213203435596427,chaos,8000,80,0.2957738095238095,0.17556335676905377,1.1426190476190474,0.08201388888888889,99.0875,1.826104775710342,0.3470228655753831,0.7129084239536857,31.22625527797054,0.16507737947042447
0.4,0.05,17,180,21.213203435596427,chaos,8000,80,0.3150396825396825,0.1864809805871635,1.2261904761904758,0.08888888888888888,102.225,1.7771492795233144,0.34432105084439024,0.7139252672502088,23.401891905647382,0.16926128711048624
0.4,0.05,18,180,21.213203435596427,chaos,8000,80,0.2959920634920635,0.16940977344128863,1.1015873015873017,0.07881944444444444,97.6125,1.856632427932475,0.34453398039008193,0.7117349176943577,28.52542618598028,0.16546324179303135
